Modalità;Punteggio AI;Consiglio;Titolo;Azienda;Sede;Fonte;Programmazione richiesta;Smart Working;Contratto;Junior Friendly;Anni esperienza richiesti;Punti forza per Diego;Punti deboli per Diego;Riassunto AI;Stipendio Min (jobspy);Stipendio Max (jobspy);RAL Stimata AI;Reputazione Azienda;Adatta Neolaureati;Note Azienda;Ricerca usata;Link;Mandata candidatura?
Torino;6;Valutabile;Analista Funzionale dynamics;Grafton Recruitment;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;Il titolo di Analista Funzionale potrebbe essere in linea con le sue preferenze per logica e analisi;La richiesta di programmazione potrebbe non essere ideale per Diego;L'offerta sembra adatta per un neolaureato, ma mancano dettagli sul tipo di contratto e smart working;N/D;N/D;25.000€-35.000€;Buona;Sì;Grafton Recruitment sembra essere un'azienda affidabile;Analista Funzionale Junior;https://www.linkedin.com/jobs/view/4375532663;
Torino;6;Valutabile;Analista funzionale;ADENTIS Italia;Piedmont, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;Il ruolo di Analista funzionale potrebbe valorizzare le sue capacità di analisi e logica.;Potrebbe richiedere una programmazione più intensa di quanto Diego preferisca.;L'offerta sembra adatta per un neolaureato con competenze in ambito IT, ma manca di dettagli su contratto e smart working.;N/D;N/D;25.000€-35.000€;Buona;Sì;ADENTIS Italia sembra avere una buona reputazione come datore di lavoro nel settore IT.;Analista Funzionale Junior;https://www.linkedin.com/jobs/view/4377206326;
Torino;6;Valutabile;Mobility Product Finance Lead Analyst;Eaton;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Dipendente;Sì;1;Ruolo di analista che potrebbe valorizzare le sue capacità di analisi;Titolo del ruolo non direttamente correlato alle sue aree di interesse (AI Automation, No-Code, QA, SOC);Ruolo di analista finanziario in Eaton, potrebbe essere un'opportunità per Diego di applicare le sue conoscenze;N/D;N/D;35.000€-45.000€;Buona;Sì;Eaton è un'azienda nota per le sue attività nel settore dell'energia e dell'industria;Junior Product Analyst;https://www.linkedin.com/jobs/view/4373467394;
Torino;6;Valutabile;Analista Funzionale Stage;Acus;Turin, Piedmont, Italy;linkedin;Bassa;Non specificato;Stage;Sì;0;L'offerta è uno stage, che è una via percorribile per Diego.;Non è chiaro se l'azienda offra smart working.;Stage come Analista Funzionale presso Acus, junior-friendly.;N/D;N/D;18.000€-22.000€;Sconosciuta;Sì;Non ci sono informazioni sull'azienda.;Junior Requirements Analyst;https://www.linkedin.com/jobs/view/4376706937;
Torino;6;Valutabile;Software Tester;Gecal Informatica Srl;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;Il ruolo di Software Tester potrebbe essere in linea con le sue preferenze per QA e sicurezza.;La richiesta di programmazione potrebbe non essere ideale per Diego che preferisce non programmare molto.;Ruolo di Software Tester presso Gecal Informatica Srl. Potrebbe essere adatto per Diego se l'azienda è junior-friendly.;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Manca di informazioni dettagliate sulla cultura aziendale e sulle specifiche del ruolo.;Junior QA Tester;https://www.linkedin.com/jobs/view/4378765771;
Torino;6;Valutabile;E/E Test Bench Integration Engineer | Italiano & Inglese Fluente;Amaris Consulting;Turin, Piedmont, Italy;linkedin;Alta;Non specificato;Dipendente;Sì;1;Non sembra valorizzare le sue abilità in AI Automation e No-Code;Richiede programmazione, contrariamente alle sue preferenze;Offerta per E/E Test Bench Integration Engineer, richiede programmazione e inglese fluente;N/D;N/D;30.000€-40.000€;Buona;Sì;Amaris Consulting sembra essere una società di consulenza con buona reputazione;Junior Test Analyst;https://www.linkedin.com/jobs/view/4374273651;
Torino;6;Valutabile;ADDETTO/A AL CONTROLLO QUALITA' CHIVASSO;Jobbit;Chivasso, Piedmont, Italy;linkedin;Media;Non specificato;Dipendente;Sì;0;L'offerta è per un ruolo di controllo qualità che potrebbe essere in linea con le preferenze di Diego per logica e QA.;L'offerta non menziona esplicitamente la possibilità di smart working o la presenza di progetti legati all'AI Automation o No-Code.;L'offerta è per un Addetto al Controllo Qualità presso Jobbit a Chivasso. Il ruolo potrebbe essere adatto a Diego per le sue preferenze per QA e logica.;N/D;N/D;25.000€-30.000€;Sconosciuta;Sì;Poche informazioni disponibili su Jobbit.;Junior Quality Assurance;https://www.linkedin.com/jobs/view/4377541842;
Torino;6;Valutabile;Junior IT Data Quality Control - settore pharma;Abacus Group;;linkedin;Media;Non specificato;Dipendente;Sì;0;Il ruolo di Data Quality Control potrebbe valorizzare le sue competenze in QA e analisi.;Potrebbe richiedere una programmazione più intensa di quanto Diego preferisca.;Ruolo Junior IT Data Quality Control nel settore farmaceutico, Abacus Group.;N/D;N/D;25.000€-30.000€;Buona;Sì;Azienda operante nel settore pharma.;Junior Quality Assurance;https://www.linkedin.com/jobs/view/4377226799;
Torino;6;Valutabile;Technician QC Failure Analysis;Vishay Intertechnology, Inc.;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Dipendente;Sì;0;L'offerta sembra essere in linea con le sue preferenze per un ruolo tecnico;La programmazione richiesta potrebbe non essere in linea con la sua preferenza per logica e analisi;Offerta per Technician QC Failure Analysis, Vishay Intertechnology, Inc.;N/D;N/D;25.000€-35.000€;Buona;Sì;Vishay Intertechnology, Inc. è un'azienda nota nel settore;Junior Quality Assurance;https://www.linkedin.com/jobs/view/4364188241;
Torino;6;Valutabile;Controllo qualità;Gi Group;Druento, Piedmont, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0|1;Il ruolo di Controllo Qualità potrebbe valorizzare le sue competenze in QA e sicurezza;Potrebbe richiedere programmazione più di quanto Diego preferisca;L'offerta sembra adatta per un neolaureato con competenze in IT e QA;N/D;N/D;25.000€-35.000€;Buona;Sì;Gi Group sembra essere un'azienda affidabile;Junior Quality Assurance;https://www.linkedin.com/jobs/view/4375939931;
Torino;6;Valutabile;Addetto/a Controllo Qualità / Ufficio Tecnico ? Categorie Protette;Jobbit;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Dipendente;Sì;0;L'offerta è per un ruolo di Controllo Qualità, in linea con le preferenze di Diego per QA e analisi.;L'offerta non specifica se è prevista la possibilità di smart working, che è una delle condizioni preferite da Diego.;Jobbit cerca un Addetto/a Controllo Qualità per l'Ufficio Tecnico. L'offerta sembra essere junior-friendly e potrebbe essere adatta a Diego.;N/D;N/D;20.000€-30.000€;Sconosciuta;Sì;Poche informazioni disponibili su Jobbit.;Junior Quality Assurance;https://www.linkedin.com/jobs/view/4379734841;
Torino;6;Valutabile;SW Test Engineer;Experis Italia;Caselle Torinese, Piedmont, Italy;linkedin;Media;Non specificato;Dipendente;Sì;0;Esperienza in QA e sicurezza;Richiede programmazione;Offerta per SW Test Engineer, contratto dipendente;N/D;N/D;25.000€-35.000€;Buona;Sì;Experis Italia è una nota società di consulenza IT;Junior Software Tester;https://www.linkedin.com/jobs/view/4375217756;
Torino;6;Valutabile;Test HW Engineer - AUTOMOTIVE;ALTEN;Poirino, Piedmont, Italy;linkedin;Alta;Non specificato;Dipendente;No;3+;ALTEN è un'azienda consolidata;richiede programmazione e esperienza;Test HW Engineer in ALTEN, settore automotive. Richiede programmazione e esperienza.;N/D;N/D;30.000€-45.000€;Buona;No;ALTEN è un'azienda internazionale con esperienza nel settore automotive;Junior Test Analyst;https://www.linkedin.com/jobs/view/4378165439;
Torino;6;Valutabile;Test engineer;Amaris Consulting;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;Il ruolo di Test engineer potrebbe valorizzare le sue competenze in QA e sicurezza.;Potrebbe richiedere una programmazione più intensa di quanto Diego preferisca.;L'offerta sembra adatta per un neolaureato, ma mancano dettagli sul tipo di contratto e smart working.;N/D;N/D;25.000€-35.000€;Buona;Sì;Amaris Consulting è un'azienda di consulenza IT con una buona reputazione.;Junior Test Analyst;https://www.linkedin.com/jobs/view/4361440744;
Torino;6;Valutabile;HIL Test Engineer | Infotainment & Navigation | English Fluent;Amaris Consulting;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Dipendente;Sì;0;Esperienza in QA e sicurezza potrebbe essere utile;Richiede programmazione, non adatta per chi vuole evitare il codice;Offerta per HIL Test Engineer, richiede esperienza in test e ingegneria;N/D;N/D;30.000€-40.000€;Buona;Sì;Amaris Consulting è una società di consulenza IT;Junior Test Analyst;https://www.linkedin.com/jobs/view/4371003636;
Torino;6;Valutabile;Automotive Test Engineer (Vehicle Integration & Diagnostics);Amaris Consulting;;linkedin;Alta;Non specificato;Dipendente;Sì;1|2;Competenze in Cybersecurity e analisi;Lavoro richiede molta programmazione;Automotive Test Engineer per Amaris Consulting, richiede esperienza in testing e diagnostica;N/D;N/D;35.000€-45.000€;Buona;Sì;Amaris Consulting è una società di consulenza IT;Junior Test Analyst;https://www.linkedin.com/jobs/view/4363042900;
Torino;6;Valutabile;Test Engineer Powertrain (BEV) & EV Charging Stations | Italiano & Inglese Fluente;Amaris Consulting;Turin, Piedmont, Italy;linkedin;Media;Sì;Dipendente;Sì;1;Ruolo di Test Engineer adatto alle sue conoscenze di QA e sicurezza;Richiede programmazione, contrariamente alle sue preferenze;Test Engineer per Powertrain e stazioni di ricarica EV. Richiede conoscenza di Italiano e Inglese.;N/D;N/D;35.000€-45.000€;Buona;Sì;Amaris Consulting è una società di consulenza IT;Junior Test Analyst;https://www.linkedin.com/jobs/view/4375880441;
Torino;6;Valutabile;Test system and software engineer;Jobbit;Castagnole Lanze, Piedmont, Italy;linkedin;Alta;Non specificato;Non specificato;Sì;0;Competenze in ambito testing e sicurezza potrebbero essere valorizzate;Richiede programmazione, contrariamente alle preferenze di Diego;Offerta per Test system and software engineer, RAL e dettagli contratto non specificati;N/D;N/D;Non stimabile;Sconosciuta;Sì;Manca informazione sull'azienda e sul tipo di contratto;Junior Test Analyst;https://www.linkedin.com/jobs/view/4375615047;
Torino;6;Valutabile;Test engineer;Design Consulting GmbH;Turin, Piedmont, Italy;linkedin;Media;Sì;Dipendente;Sì;0;Il ruolo di Test engineer potrebbe valorizzare le sue competenze in QA e sicurezza.;La richiesta di programmazione potrebbe non essere in linea con la sua preferenza per logica e analisi senza coding intensivo.;L'offerta sembra adatta per Diego come primo impiego dopo la laurea, valorizzando le sue competenze in QA.;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Manca informazione dettagliata sull'azienda.;Junior Test Analyst;https://www.linkedin.com/jobs/view/4373435882;
Torino;6;Valutabile;AUTOMATION TESTER;Itconsulting;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;L'offerta sembra allineata con le sue preferenze per l'automazione e il testing.;Il titolo di Automation Tester potrebbe richiedere più programmazione di quanto Diego preferisca.;Offerta per Automation Tester presso Itconsulting, potrebbe essere adatta per Diego.;N/D;N/D;25.000€-35.000€;Buona;Sì;Itconsulting sembra avere una buona reputazione come datore di lavoro.;Junior Test Analyst;https://www.linkedin.com/jobs/view/4375232585;
Torino;6;Valutabile;Progettisti e System Engineer ambito Automotive Torino;Axcent Company;Turin, Piedmont, Italy;linkedin;Alta;Non specificato;Non specificato;Sì;0;Esperienza in ambito IT e conoscenza di tecnologie avanzate;L'offerta richiede programmazione intensa;Offerta per Progettisti e System Engineer in ambito Automotive a Torino;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Azienda con poca presenza online;Junior System Administrator;https://www.linkedin.com/jobs/view/4375169683;
Full Remote IT;6;Valutabile;Master ICT ELIS in Sviluppo Applicazioni e Servizi e Reti e Sistemi Informatici;ELIS;;linkedin;Alta;Non specificato;Dipendente;Sì;0;Competenze in Cybersecurity e sviluppo;Richiede programmazione intensa;Master ICT ELIS per sviluppo applicazioni e reti;N/D;N/D;25.000€-35.000€;Buona;Sì;ELIS è un'azienda consolidata nel settore ICT;Junior IT Analyst;https://www.linkedin.com/jobs/view/4372490168;
Torino;6;Valutabile;Junior System Administrator;E.Miroglio;Alba, Piedmont, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;Il ruolo di Junior System Administrator potrebbe valorizzare le sue conoscenze in ambito IT e sicurezza.;L'offerta non specifica chiaramente le possibilità di smart working o il tipo di contratto.;L'offerta è per un Junior System Administrator presso E.Miroglio. Il ruolo sembra adatto a un neolaureato.;N/D;N/D;25.000€-30.000€;Buona;Sì;E.Miroglio sembra essere un'azienda con una buona reputazione.;Junior System Administrator;https://www.linkedin.com/jobs/view/4378163523;
Torino;6;Valutabile;System Engineer for Automation Systems;Synergie Italia;Piossasco, Piedmont, Italy;linkedin;Media;Non specificato;Dipendente;Sì;0;Competenze in automazione e sicurezza;Mancanza di dettagli sull'utilizzo di AI e No-Code;System Engineer per sistemi di automazione, contratto dipendente;N/D;N/D;25.000€-35.000€;Buona;Sì;Synergie Italia sembra essere un'azienda affidabile;Junior IT Operations;https://www.linkedin.com/jobs/view/4378160440;
Torino;6;Valutabile;Full Stack Developer .NET C# / Angular;MSC Mediterranean Shipping Company;;linkedin;Alta;Non specificato;Dipendente;Sì;0;Conoscenza di linguaggi di programmazione richiesti non menzionati;Richiede programmazione intensa;Offerta per Full Stack Developer .NET C# / Angular;N/D;N/D;25.000€-35.000€;Ottima;Sì;MSC è una grande azienda di trasporti marittimi;Junior Salesforce Administrator;https://www.linkedin.com/jobs/view/4376096579;
Torino;6;Valutabile;ACADEMY JAVA;Betacom Group;Turin, Piedmont, Italy;linkedin;Alta;Non specificato;Non specificato;Sì;0;Non specificati requisiti relativi alle sue skill di vibecoding;Richiede programmazione Java;Offerta per Academy Java, junior-friendly;N/D;N/D;25.000€-35.000€;Buona;Sì;Betacom Group offre formazione;Junior Salesforce Administrator;https://www.linkedin.com/jobs/view/4375204195;
Torino;6;Valutabile;TESTER.;Gecal Informatica Srl;Turin, Piedmont, Italy;linkedin;Media;Non specificato;Non specificato;Sì;0;Ruolo di tester potrebbe essere in linea con le sue preferenze per QA e sicurezza;Titolo 'TESTER' potrebbe non valorizzare le sue competenze in AI Automation e No-Code;Offerta per ruolo di tester presso Gecal Informatica Srl, potrebbe essere adatta per Diego se in linea con le sue aspettative di lavoro ibrido o remote;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Informazioni sull'azienda non disponibili;Junior RPA Developer;https://www.linkedin.com/jobs/view/4375975962;
Torino;6;Valutabile;PLC Developer;Hays;Turin, Piedmont, Italy;linkedin;Alta;Non specificato;Dipendente;Sì;0;Esperienza in sviluppo non è un problema;Richiede programmazione intensiva;Offerta per PLC Developer, contratto dipendente;N/D;N/D;25.000€-35.000€;Buona;Sì;Hays è un'azienda di recruitment;Junior RPA Developer;https://www.linkedin.com/jobs/view/4374292743;
Torino;6;Valutabile;POWERPACK DESIGN SYSTEM ENGINEER;IDV;Turin, Piedmont, Italy;linkedin;Alta;Non specificato;Non specificato;Sì;1;L'offerta potrebbe essere interessante per le competenze di analisi e logica di Diego.;Diego non vuole programmare molto, ma il titolo dell'offerta suggerisce un ruolo tecnico.;L'offerta è per un Powerpack Design System Engineer presso IDV, con requisiti non completamente specificati.;N/D;N/D;25.000€-35.000€;Sconosciuta;Sì;Non ci sono informazioni sufficienti per valutare la reputazione dell'azienda IDV.;Junior IT Operations;https://www.linkedin.com/jobs/view/4378801636;
Torino;6;Valutabile;Sviluppatore junior;Confindustria Valle d'Aosta;Aosta, Valle d'Aosta, Italy;linkedin;Alta;Non specificato;Non specificato;Sì;0;L'offerta è per uno sviluppatore junior;Richiede programmazione intensa;Offerta per sviluppatore junior presso Confindustria Valle d'Aosta. Richiede programmazione.;N/D;N/D;25.000€-30.000€;Buona;Sì;Confindustria Valle d'Aosta è un ente rappresentativo delle imprese valdostane;Junior RPA Developer;https://www.linkedin.com/jobs/view/4377152664;
